time; pose_x; pose_y; pose_heading;  gps_x; gps_y; gps_z; acc_0; acc_1; acc_2; right_enc; left_enc; odo_acc_x; odo_acc_y; odo_acc_heading; odo_enc_x; odo_enc_y; odo_enc_heading; kal_x; kal_y; kal_vx; kal_vy
1.632; 0.12342; 0.199998; 3.06969; -2.77658; -3.19624e-05; -0.199998; -1.50067e-05; -0.0123739; 9.80999; 10.1448; 10.1664; 0.228001; -0.000131; -0.00505263; 0.203109; -9.59031e-05; -0.00757895; 0.16675; 0.127354; 0.139553; 0.00243159
1.648; 0.12342; 0.199998; 3.06969; -2.77658; -3.19624e-05; -0.199998; -1.31379e-05; -0.012788; 9.80999; 10.2492; 10.2384; 0.230324; -0.000148608; -0.00757895; 0.204873; -0.000109272; 0.00378947; 0.167965; 0.128872; 0.139098; 0.00245912
1.664; 0.12342; 0.199998; 3.06969; -2.77658; -3.19624e-05; -0.199998; -1.12837e-05; -0.0128595; 9.80999; 10.35; 10.35; 0.232643; -0.00013982; 0.00378947; 0.206997; -0.000101223; 1.60462e-17; 0.16915; 0.13035; 0.138643; 0.00248685
1.68; 0.12342; 0.199998; 3.06969; -2.77658; -3.19624e-05; -0.199998; -9.46401e-06; -0.0125913; 9.80999; 10.4544; 10.44; 0.234959; -0.00013982; 1.60462e-17; 0.208941; -0.000101223; 0.00505263; 0.170307; 0.131792; 0.138191; 0.00251263
1.696; 0.12342; 0.199998; 3.06969; -2.77658; -3.19624e-05; -0.199998; -7.69818e-06; -0.0119918; 9.80999; 10.548; 10.5588; 0.23727; -0.000128139; 0.00505263; 0.211065; -9.04917e-05; -0.00378947; 0.171435; 0.133197; 0.137749; 0.00253977
1.712; 0.12342; 0.199998; 3.06969; -2.77658; -3.19624e-05; -0.199998; -6.00466e-06; -0.0110745; 9.80999; 10.6164; 10.6416; 0.239579; -0.000136887; -0.00378947; 0.212577; -9.62213e-05; -0.00884211; 0.172536; 0.134566; 0.13732; 0.0025672
1.728; 0.12342; 0.199998; 3.06969; -2.77658; -3.19624e-05; -0.199998; -4.40093e-06; -0.00985772; 9.80999; 10.7604; 10.7316; 0.241884; -0.000157272; -0.00884211; 0.214917; -0.000116912; 0.0101053; 0.17361; 0.135902; 0.136909; 0.00259027
1.744; 0.12342; 0.199998; 3.06969; -2.77658; -3.19624e-05; -0.199998; -2.92984e-06; -0.00836222; 9.80999; 10.8504; 10.8504; 0.244187; -0.000134; 0.0101053; 0.217005; -9.58122e-05; 1.56125e-17; 0.174659; 0.137205; 0.13652; 0.00261456
1.76; 0.12342; 0.199998; 3.06969; -2.77658; -3.19624e-05; -0.199998; 1.28909e-07; -0.00662755; 9.81; 10.9404; 10.9404; 0.246488; -0.000134; 1.56125e-17; 0.218805; -9.58122e-05; 1.56125e-17; 0.175683; 0.138477; 0.136155; 0.00263822
1.776; 0.12342; 0.199998; 3.06969; -2.77658; -3.19624e-05; -0.199998; 5.57345e-06; -0.0046747; 9.81; 11.0664; 11.0484; 0.248788; -0.000134; 1.56125e-17; 0.221145; -9.58122e-05; 0.00631579; 0.176684; 0.139717; 0.135819; 0.00266069
1.792; 0.12342; 0.199998; 3.06969; -2.77658; -3.19624e-05; -0.199998; 1.11025e-05; -0.00253446; 9.81; 11.1564; 11.1384; 0.251086; -0.000119482; 0.00631579; 0.222945; -8.44438e-05; 0.00631579; 0.177662; 0.140928; 0.135512; 0.00268281
1.808; 0.12342; 0.199998; 3.06969; -2.77658; -3.19624e-05; -0.199998; 1.6628e-05; -0.000234499; 9.81; 11.2536; 11.2716; 0.253385; -0.000104967; 0.00631579; 0.225249; -6.98923e-05; -0.00631579; 0.178618; 0.14211; 0.135237; 0.00270485
1.824; 0.12342; 0.199998; 3.06969; -2.77658; -3.19624e-05; -0.199998; 2.20706e-05; 0.00219879; 9.81; 11.3544; 11.3616; 0.255683; -0.000119484; -0.00631579; 0.227157; -8.19428e-05; -0.00252632; 0.179553; 0.143265; 0.134996; 0.00272616
1.84; 0.12342; 0.199998; 3.06969; -2.77658; -3.19624e-05; -0.199998; 2.7365e-05; 0.00475166; 9.81; 11.4516; 11.4624; 0.257983; -0.000125294; -0.00252632; 0.229137; -8.69449e-05; -0.00378947; 0.180469; 0.144392; 0.134789; 0.00274677
1.856; 0.12342; 0.199998; 3.06969; -2.77658; -3.19624e-05; -0.199998; 3.04486e-05; 0.0073513; 9.81; 11.5632; 11.5596; 0.260284; -0.000134013; -0.00378947; 0.231225; -9.48573e-05; 0.00126316; 0.181366; 0.145493; 0.134617; 0.00276721
1.872; 0.12342; 0.199998; 3.06969; -2.77658; -3.19624e-05; -0.199998; 3.12217e-05; 0.0100025; 9.81; 11.646; 11.6676; 0.262587; -0.000131104; 0.00126316; 0.233133; -9.24472e-05; -0.00757895; 0.182245; 0.146568; 0.134479; 0.00278599
1.888; 0.12342; 0.199998; 3.06969; -2.77658; -3.19624e-05; -0.199998; 3.16972e-05; 0.0126584; 9.81; 11.7396; 11.7684; 0.264893; -0.000148582; -0.00757895; 0.235077; -0.000107181; -0.0101053; 0.183107; 0.147619; 0.134376; 0.00280353
1.904; 0.12342; 0.199998; 3.06969; -2.77658; -3.19624e-05; -0.199998; 3.19041e-05; 0.0152836; 9.80999; 11.8512; 11.8548; 0.267203; -0.00017192; -0.0101053; 0.237057; -0.000127189; -0.00126316; 0.183953; 0.148646; 0.134306; 0.00282212
1.92; 0.12342; 0.199998; 3.06969; -2.77658; -3.19624e-05; -0.199998; 3.18644e-05; 0.0178432; 9.80999; 11.9556; 11.9376; 0.269516; -0.000174843; -0.00126316; 0.238929; -0.000129553; 0.00631579; 0.184785; 0.14965; 0.134268; 0.00284212
1.936; 0.12342; 0.199998; 3.06969; -2.77658; -3.19624e-05; -0.199998; 3.15961e-05; 0.0203023; 9.80998; 12.0672; 12.078; 0.271834; -0.000160202; 0.00631579; 0.241449; -0.000113638; -0.00378947; 0.185601; 0.150631; 0.134259; 0.002859
1.952; 0.12342; 0.199998; 3.06969; -2.77658; -3.19624e-05; -0.199998; 3.11142e-05; 0.0226274; 9.80998; 12.15; 12.1572; 0.274157; -0.000169006; -0.00378947; 0.243069; -0.000119776; -0.00252632; 0.186405; 0.151591; 0.134278; 0.00287573
1.968; 0.12342; 0.199998; 3.06969; -2.77658; -3.19624e-05; -0.199998; 3.04327e-05; 0.0247861; 9.80997; 12.258; 12.2652; 0.276486; -0.000174889; -0.00252632; 0.245229; -0.000125233; -0.00252632; 0.187195; 0.152529; 0.13432; 0.00289197
1.984; 0.12342; 0.199998; 3.06969; -2.77658; -3.19624e-05; -0.199998; 2.9565e-05; 0.0267482; 9.80996; 12.3768; 12.3624; 0.278821; -0.000180787; -0.00252632; 0.247389; -0.00013069; 0.00505263; 0.187973; 0.153446; 0.134383; 0.00291056
2; 0.12342; 0.199998; 3.06969; -2.77658; -3.19624e-05; -0.199998; 2.85245e-05; 0.0284858; 9.80996; 12.4668; 12.456; 0.281162; -0.000168959; 0.00505263; 0.249225; -0.000121414; 0.00378947; 0.18874; 0.154343; 0.134463; 0.00292837
2.016; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; 2.73252e-05; 0.0299735; 9.80995; 12.5748; 12.5604; 0.28351; -0.000160063; 0.00378947; 0.251349; -0.000113365; 0.00505263; 0.193298; 0.156028; 0.135422; 0.00296186
2.032; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; 2.59817e-05; 0.0311895; 9.80995; 12.6648; 12.6576; 0.285864; -0.000148167; 0.00505263; 0.25322; -0.000103906; 0.00252632; 0.19762; 0.157609; 0.13634; 0.00299231
2.048; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; 2.45096e-05; 0.0321152; 9.80994; 12.7656; 12.7512; 0.288225; -0.000142201; 0.00252632; 0.255164; -9.89951e-05; 0.00505263; 0.201732; 0.159095; 0.137216; 0.00302206
2.064; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; 2.29252e-05; 0.0327359; 9.80994; 12.8736; 12.8772; 0.290593; -0.000130236; 0.00505263; 0.257504; -8.7172e-05; -0.00126316; 0.205653; 0.160495; 0.138052; 0.00304742
2.08; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; 2.12459e-05; 0.0330408; 9.80994; 12.978; 12.9816; 0.292969; -0.000133236; -0.00126316; 0.259592; -8.98095e-05; -0.00126316; 0.209401; 0.161818; 0.138844; 0.00307127
2.096; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; 1.94899e-05; 0.0330235; 9.80994; 13.0644; 13.0716; 0.295351; -0.000136245; -0.00126316; 0.261356; -9.20377e-05; -0.00252632; 0.212993; 0.16307; 0.139593; 0.00309323
2.112; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; 1.76759e-05; 0.0326817; 9.80994; 13.1688; 13.1472; 0.297739; -0.000142279; -0.00252632; 0.263156; -9.6585e-05; 0.00757895; 0.21644; 0.164257; 0.140295; 0.00311817
2.128; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; 1.58232e-05; 0.0320177; 9.80994; 13.2552; 13.2624; 0.300134; -0.000124127; 0.00757895; 0.265172; -8.1306e-05; -0.00252632; 0.219756; 0.165385; 0.140948; 0.0031378
2.144; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; 1.39517e-05; 0.031038; 9.80995; 13.3668; 13.3452; 0.302535; -0.000130193; -0.00252632; 0.267116; -8.62172e-05; 0.00757895; 0.222949; 0.166459; 0.14155; 0.00316024
2.16; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; 1.20813e-05; 0.0297534; 9.80995; 13.4604; 13.4568; 0.304942; -0.000111953; 0.00757895; 0.269168; -7.06653e-05; 0.00126316; 0.226029; 0.167482; 0.142099; 0.00317929
2.176; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; 1.0232e-05; 0.0281791; 9.80996; 13.5648; 13.572; 0.307354; -0.000108906; 0.00126316; 0.271364; -6.78914e-05; -0.00252632; 0.229004; 0.168458; 0.142591; 0.00319618
2.192; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; 8.42373e-06; 0.026334; 9.80996; 13.6512; 13.6656; 0.30977; -0.000115011; -0.00252632; 0.273164; -7.24388e-05; -0.00505263; 0.23188; 0.169391; 0.143025; 0.00321159
2.208; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; 6.67587e-06; 0.024241; 9.80997; 13.7592; 13.7736; 0.312191; -0.000127242; -0.00505263; 0.275324; -8.33524e-05; -0.00505263; 0.234663; 0.170284; 0.143399; 0.0032264
2.224; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; 5.00734e-06; 0.0219263; 9.80998; 13.8672; 13.8492; 0.314615; -0.000139489; -0.00505263; 0.27716; -9.2629e-05; 0.00631579; 0.237359; 0.17114; 0.14371; 0.00324311
2.24; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; 3.43235e-06; 0.0194223; 9.80998; 13.9752; 13.9608; 0.317042; -0.000124162; 0.00631579; 0.279356; -7.87596e-05; 0.00505263; 0.239972; 0.17196; 0.143959; 0.00325866
2.256; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; 1.59464e-06; 0.0167493; 9.80999; 14.0544; 14.076; 0.31947; -0.000111891; 0.00505263; 0.2813; -6.89374e-05; -0.00757895; 0.242507; 0.172748; 0.144142; 0.00327176
2.272; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; -3.84562e-06; 0.0139486; 9.80999; 14.166; 14.1912; 0.3219; -0.000130308; -0.00757895; 0.283568; -8.61263e-05; -0.00884211; 0.244967; 0.173505; 0.144261; 0.00328451
2.288; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; -9.39875e-06; 0.0110591; 9.81; 14.2812; 14.2596; 0.324331; -0.000151799; -0.00884211; 0.285404; -0.00010236; 0.00757895; 0.247355; 0.174234; 0.144315; 0.00329768
2.304; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; -1.49721e-05; 0.00812646; 9.81; 14.3676; 14.3496; 0.326761; -0.000133379; 0.00757895; 0.287168; -8.8991e-05; 0.00631579; 0.249674; 0.174936; 0.144305; 0.00330998
2.32; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; -2.04828e-05; 0.0052008; 9.81001; 14.454; 14.4864; 0.32919; -0.000118036; 0.00631579; 0.2894; -7.48943e-05; -0.0113684; 0.251927; 0.175612; 0.144231; 0.00332254
2.336; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; -2.58593e-05; 0.0023483; 9.81001; 14.5584; 14.58; 0.331618; -0.000145635; -0.0113684; 0.29138; -9.74033e-05; -0.00757895; 0.254117; 0.176264; 0.144098; 0.00333476
2.352; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; -3.01902e-05; -0.000422596; 9.81001; 14.67; 14.6628; 0.334043; -0.000164017; -0.00757895; 0.293324; -0.000112137; 0.00252632; 0.256245; 0.176893; 0.143906; 0.00334538
2.368; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; -3.107e-05; -0.00302858; 9.81; 14.7708; 14.7852; 0.336466; -0.000157897; 0.00252632; 0.295556; -0.000106498; -0.00505263; 0.258313; 0.177501; 0.14366; 0.00335689
2.384; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; -3.16368e-05; -0.00543832; 9.81; 14.8788; 14.8716; 0.338885; -0.000170119; -0.00505263; 0.2975; -0.00011632; 0.00252632; 0.260323; 0.178089; 0.143363; 0.00336651
2.4; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; -3.19215e-05; -0.00761181; 9.81; 14.9868; 14.958; 0.341299; -0.000164018; 0.00252632; 0.299444; -0.000111409; 0.0101053; 0.262278; 0.178657; 0.143021; 0.00337375
2.416; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; -3.19474e-05; -0.00951305; 9.81; 15.0912; 15.0732; 0.34371; -0.000139661; 0.0101053; 0.30164; -8.92182e-05; 0.00631579; 0.264177; 0.179207; 0.142639; 0.00338143
2.432; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; -3.17338e-05; -0.0111105; 9.80999; 15.1704; 15.1776; 0.346115; -0.000124469; 0.00631579; 0.303476; -7.76225e-05; -0.00252632; 0.266024; 0.17974; 0.142221; 0.00339131
2.448; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; -3.12972e-05; -0.0123777; 9.80999; 15.2748; 15.2676; 0.348515; -0.000130533; -0.00252632; 0.30542; -8.25336e-05; 0.00252632; 0.26782; 0.180256; 0.141775; 0.00339929
2.464; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; -3.06528e-05; -0.0132935; 9.80999; 15.3828; 15.3756; 0.35091; -0.000124482; 0.00252632; 0.30758; -7.70768e-05; 0.00252632; 0.269565; 0.180756; 0.141305; 0.00340695
2.48; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; -2.98153e-05; -0.0138426; 9.80998; 15.48; 15.4728; 0.3533; -0.000118445; 0.00252632; 0.309524; -7.21656e-05; 0.00252632; 0.271263; 0.181241; 0.140819; 0.00341429
2.496; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; -2.87997e-05; -0.0140157; 9.80998; 15.5664; 15.5736; 0.355685; -0.000112421; 0.00252632; 0.311396; -6.74364e-05; -0.00252632; 0.272913; 0.181712; 0.140323; 0.00342306
2.512; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; -2.76214e-05; -0.0138094; 9.80998; 15.6744; 15.6852; 0.358064; -0.000118432; -0.00252632; 0.313592; -7.29842e-05; -0.00378947; 0.274518; 0.182169; 0.139822; 0.00343195
2.528; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; -2.62964e-05; -0.0132268; 9.80999; 15.7824; 15.7752; 0.360438; -0.000127428; -0.00378947; 0.315572; -8.04873e-05; 0.00252632; 0.276079; 0.182612; 0.139324; 0.00343855
2.544; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; -2.48417e-05; -0.0122767; 9.80999; 15.9012; 15.8652; 0.362807; -0.000121443; 0.00252632; 0.31766; -7.52124e-05; 0.0126316; 0.277597; 0.183043; 0.138834; 0.00344195
2.56; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; -2.32747e-05; -0.0109742; 9.80999; 15.9732; 15.9732; 0.365172; -9.15706e-05; 0.0126316; 0.319459; -5.24761e-05; 2.08167e-17; 0.279075; 0.183463; 0.138358; 0.00344886
2.576; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; -2.16136e-05; -0.00934004; 9.80999; 16.0704; 16.074; 0.367533; -9.15706e-05; 2.08167e-17; 0.321439; -5.24761e-05; -0.00126316; 0.280513; 0.18387; 0.137901; 0.00345587
2.592; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; -1.98773e-05; -0.00740018; 9.81; 16.1676; 16.1748; 0.36989; -9.45486e-05; -0.00126316; 0.323419; -5.49772e-05; -0.00252632; 0.281913; 0.184266; 0.137468; 0.00346288
2.608; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; -1.80849e-05; -0.00518571; 9.81; 16.3008; 16.272; 0.372245; -0.000100498; -0.00252632; 0.325723; -6.07978e-05; 0.0101053; 0.283276; 0.184652; 0.137063; 0.00346739
2.624; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; -1.62556e-05; -0.00273218; 9.81; 16.3872; 16.362; 0.374598; -7.67235e-05; 0.0101053; 0.327487; -4.29724e-05; 0.00884211; 0.284605; 0.185027; 0.13669; 0.00347228
2.64; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; -1.4409e-05; -7.90732e-05; 9.81; 16.4628; 16.4808; 0.376949; -5.59339e-05; 0.00884211; 0.329431; -2.57836e-05; -0.00631579; 0.2859; 0.185393; 0.136352; 0.00347873
2.656; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; -1.25642e-05; 0.00273082; 9.81; 16.5636; 16.5888; 0.379299; -7.07791e-05; -0.00631579; 0.331519; -3.89709e-05; -0.00884211; 0.287164; 0.185749; 0.136051; 0.00348483
2.672; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; -1.07403e-05; 0.00565203; 9.81; 16.686; 16.6572; 0.38165; -9.15626e-05; -0.00884211; 0.333427; -5.58414e-05; 0.0101053; 0.288397; 0.186096; 0.135789; 0.00349037
2.688; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; -8.95587e-06; 0.00863714; 9.81; 16.7724; 16.7796; 0.384001; -6.78023e-05; 0.0101053; 0.335515; -3.4742e-05; -0.00252632; 0.289602; 0.186434; 0.135567; 0.0034956
2.704; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; -7.22906e-06; 0.0116375; 9.81; 16.884; 16.884; 0.386354; -7.37463e-05; -0.00252632; 0.337675; -4.01988e-05; 2.94903e-17; 0.290779; 0.186763; 0.135383; 0.00350078
2.72; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; -5.57721e-06; 0.0146041; 9.81; 16.9812; 16.9812; 0.388709; -7.37463e-05; 2.94903e-17; 0.339619; -4.01988e-05; 2.94903e-17; 0.29193; 0.187084; 0.135239; 0.00350581
2.736; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; -4.01686e-06; 0.0174881; 9.80999; 17.082; 17.0892; 0.391067; -7.37463e-05; 2.94903e-17; 0.341707; -4.01988e-05; -0.00252632; 0.293056; 0.187398; 0.135132; 0.00351022
2.752; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; -2.5286e-06; 0.0202436; 9.80998; 17.1864; 17.1756; 0.393429; -7.97129e-05; -0.00252632; 0.343615; -4.5019e-05; 0.00378947; 0.294159; 0.187703; 0.135059; 0.00351581
2.768; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; 2.14346e-06; 0.0228114; 9.80998; 17.2872; 17.2728; 0.395795; -7.07469e-05; 0.00378947; 0.345595; -3.75159e-05; 0.00505263; 0.29524; 0.188002; 0.135019; 0.00352175
2.784; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; 7.6421e-06; 0.025162; 9.80997; 17.3916; 17.3844; 0.398166; -5.87678e-05; 0.00505263; 0.347755; -2.66022e-05; 0.00252632; 0.296299; 0.188293; 0.135006; 0.00352696
2.8; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; 1.31909e-05; 0.0272595; 9.80996; 17.4816; 17.4708; 0.400542; -5.27647e-05; 0.00252632; 0.349519; -2.21458e-05; 0.00378947; 0.297338; 0.188577; 0.135018; 0.00353253
2.816; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; 1.87056e-05; 0.0290781; 9.80995; 17.5932; 17.5752; 0.402924; -4.37385e-05; 0.00378947; 0.351679; -1.39606e-05; 0.00631579; 0.298357; 0.188855; 0.135049; 0.00353898
2.832; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; 2.41078e-05; 0.0306016; 9.80995; 17.6904; 17.676; 0.405312; -2.86564e-05; 0.00631579; 0.353659; -1.45539e-06; 0.00505263; 0.299359; 0.189126; 0.135094; 0.00354496
2.848; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; 2.91688e-05; 0.0318221; 9.80994; 17.7696; 17.7876; 0.407706; -1.65588e-05; 0.00505263; 0.355567; 8.18499e-06; -0.00631579; 0.300342; 0.189391; 0.13515; 0.0035464
2.864; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; 3.06769e-05; 0.0326942; 9.80994; 17.8884; 17.892; 0.410107; -3.17219e-05; -0.00631579; 0.357799; -5.91176e-06; -0.00126316; 0.301308; 0.18965; 0.135209; 0.00354971
2.88; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; 3.13379e-05; 0.0332436; 9.80994; 17.9928; 17.9892; 0.412514; -3.47628e-05; -0.00126316; 0.359815; -8.45829e-06; 0.00126316; 0.302257; 0.189903; 0.135268; 0.00355394
2.896; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; 3.17142e-05; 0.0334552; 9.80994; 18.0828; 18.0648; 0.414928; -3.17135e-05; 0.00126316; 0.361471; -6.3665e-06; 0.00631579; 0.30319; 0.190151; 0.135321; 0.00356014
2.912; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; 3.18303e-05; 0.03333; 9.80994; 18.1872; 18.1584; 0.417349; -1.64263e-05; 0.00631579; 0.363451; 6.13868e-06; 0.0101053; 0.304108; 0.190393; 0.135363; 0.00356773
2.928; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; 3.17054e-05; 0.0328732; 9.80994; 18.2952; 18.2844; 0.419776; 8.09686e-06; 0.0101053; 0.365791; 2.97846e-05; 0.00378947; 0.305009; 0.190629; 0.135389; 0.00357262
2.944; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; 3.13552e-05; 0.0320947; 9.80994; 18.3852; 18.3924; 0.422208; 1.73162e-05; 0.00378947; 0.367771; 3.72877e-05; -0.00252632; 0.305894; 0.190861; 0.135393; 0.00357495
2.96; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; 3.07936e-05; 0.0310085; 9.80995; 18.486; 18.4572; 0.424647; 1.11554e-05; -0.00252632; 0.369427; 3.31042e-05; 0.0101053; 0.306764; 0.191087; 0.135371; 0.00358177
2.976; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; 3.00338e-05; 0.0296326; 9.80995; 18.5976; 18.5976; 0.427091; 3.58522e-05; 0.0101053; 0.371947; 5.8569e-05; 2.60209e-17; 0.307619; 0.191308; 0.13532; 0.00358487
2.992; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; 2.90889e-05; 0.0279889; 9.80996; 18.6768; 18.6768; 0.42954; 3.58522e-05; 2.60209e-17; 0.373531; 5.8569e-05; 2.60209e-17; 0.308457; 0.191525; 0.135234; 0.00358788
3.008; 0.250025; 0.199996; -1.46629e-05; -2.64998; -3.19368e-05; -0.199996; 2.79728e-05; 0.0261025; 9.80996; 18.7884; 18.7812; 0.431993; 3.58522e-05; 2.60209e-17; 0.375691; 5.8569e-05; 0.00252632; 0.30928; 0.191737; 0.135114; 0.00359149
3.024; 0.376265; 0.199995; -1.27652e-05; -2.52374; -3.1808e-05; -0.199995; 0.0149608; -1.47351; 9.8052; 18.8604; 18.8784; 0.434067; 4.10913e-05; 0.00252632; 0.377382; 6.28435e-05; -0.00631579; 0.314252; 0.192091; 0.112228; 0.00374687
3.04; 0.376265; 0.199995; -1.27652e-05; -2.52374; -3.1808e-05; -0.199995; 0.0910887; -0.0076348; 9.81044; 18.9144; 18.9972; 0.436136; 2.80204e-05; -0.00631579; 0.37911; 5.19299e-05; -0.0290526; 0.318577; 0.192426; 0.112716; 0.00375973
3.056; 0.376265; 0.199995; -1.27652e-05; -2.52374; -3.1808e-05; -0.199995; 0.0929904; 0.0278195; 9.80655; 18.9864; 19.1052; 0.43821; -3.22389e-05; -0.0290526; 0.38091; -3.57478e-07; -0.0416842; 0.322661; 0.192742; 0.113697; 0.00375192
3.072; 0.376265; 0.199995; -1.27652e-05; -2.52374; -3.1808e-05; -0.199995; 0.0916329; 0.0631212; 9.81068; 19.0584; 19.1772; 0.440296; -0.000119264; -0.0416842; 0.382348; -6.03654e-05; -0.0416842; 0.326536; 0.193041; 0.115177; 0.00372025
3.088; 0.376265; 0.199995; -1.27652e-05; -2.52374; -3.1808e-05; -0.199995; 0.0876944; 0.057604; 9.80943; 19.1052; 19.2924; 0.442395; -0.000206808; -0.0416842; 0.383967; -0.000127874; -0.0656842; 0.33023; 0.193324; 0.116509; 0.00367329
3.104; 0.376265; 0.199995; -1.27652e-05; -2.52374; -3.1808e-05; -0.199995; 0.0854741; 0.0571703; 9.80805; 19.188; 19.386; 0.444504; -0.00034551; -0.0656842; 0.385727; -0.000243658; -0.0694737; 0.333761; 0.193592; 0.117779; 0.00362359
3.12; 0.376265; 0.199995; -1.27652e-05; -2.52374; -3.1808e-05; -0.199995; 0.0858402; 0.0447126; 9.80979; 19.2312; 19.5048; 0.446621; -0.000492837; -0.0694737; 0.387343; -0.000356115; -0.096; 0.337143; 0.193847; 0.118799; 0.00357232
3.136; 0.376265; 0.199995; -1.27652e-05; -2.52374; -3.1808e-05; -0.199995; 0.0855472; 0.0368239; 9.80989; 19.3104; 19.5804; 0.448741; -0.000696954; -0.096; 0.388884; -0.000504495; -0.0947368; 0.340386; 0.194088; 0.119649; 0.00353349
